Symbol,Name,Status
CEEIF,CERES INC Common Stock,inactive
CRWTF,"Crow Technologies 1977, Ltd. Ordinary Shares (Israel)",inactive
CCGGY,C & C Group Plc Sponsored ADR (Ireland),inactive
USCUF,US Copper Corp. Ordinary Shares,inactive
VLUTF,Volution Group PLC Ordinary Shares (United Kingdom),inactive
CVTGF,Clairvest Group Ordinary Shares,inactive
PTALF,Petrotal Corp Ordinary Shares,inactive
LHUAF,Lianhua Supermarket Holdings Co Ltd Shs H,inactive
MRRKF,MORIROKU HOLDINGS CO LTD Common Stock,inactive
UCLQF,Ultratech Cement Ltd  Sponsored Reg S GDR (India),inactive
ALTGF,Altagas Ltd Preference Shares  Series C Canada (CA),inactive
SNVP,Savoy Energy Corporation Common Stock,inactive
TDMMF,Mach7 Technologies Ltd Ordinary Shares,inactive
BKFPF,BROOKFIELD CORP PREF SHS CL A SER 51 (Canada),inactive
PGOL,Patriot Gold Corporation Common Stock,inactive
MTLZF,Metall Zug AG Ordinary Shares (Switzerland),inactive
MGCV,MGC VENTURES INC Common Stock,inactive
GNLKQ,"Genelink, Inc. Common Stock",inactive
EUSHY,Eurocash SA Unsponsored ADR (Poland),inactive
FUNN,Amfil Technologies Inc. Common Stock,inactive
JPHLF,JAPAN POST HLDGS CO LTD Ordinary Shares (Japan),inactive
INTK,Industrial Nanotech Inc Common Stock,inactive
TYRRY,Toyo Tire & Rubber Co Ltd American Depositary Receipts - Unsponsored (Japan),inactive
TYBT,TRINITY BK N A FORT WORTH TX COM,inactive
CSHKF,CSSC HONG KONG SHIPPING CO LTD Ordinary Shares,inactive
CMTUF,"COMTURE CORP, TOKYO Ordinary Shares  Japan(JP )",inactive
MTWO,"M2i Global, Inc. Common Stock",inactive
SHHPF,Ship Healthcare Holdings Inc Ordinary Shares (Japan),inactive
AURT,Attune RTD Common Stock,inactive
ACCR,"Access-Power & Co, Inc. Common Stock",inactive
DAIDF,DAIDO STEEL CO LTD COM STK (Japan),inactive
CRERF,Carrefour S A (F) Ordinary Shares,inactive
UNLRF,Unilever Indonesia Tbk PT Ordinary Shares (Indonesia),inactive
CMXHF,Csl Ltd Ordinary Shares,inactive
CBLNY,Mersen Unsponsored ADR (France),inactive
MNAP,MNP Petroleum Corporation Common Stock,inactive
CAFI,"Consumer Automotive Finance, Inc. Common Stock",inactive
SALRF,Salmar ASA Ordinary Shares (Norway),inactive
SKHSF,Sekisui House Ltd Ordinary Shares,inactive
CPLT,"CommercePlanet, Inc. Common Stock",inactive
BKTRF,Black Rock Mining Ltd. Ordinary Shares (Australia),inactive
YJGJ,Yijia Group Corp. Common Stock,inactive
AAMAF,Atlas Mara Co Nvest Ltd. Ordinary Shares (Virgin Islands British),inactive
PGEJF,PGS ASA Ordinary Shares,inactive
BDUUY,Bangkok Dusit Medical Services Unsponsored ADR (Thailand),inactive
WDRP,Wanderport Corporation Common Stock,inactive
HZHI,"Horizons Holdings International, Corp. Common Stock",inactive
VBIX,ViewBix Inc. Common Stock,inactive
SFRGF,"Salvatore Ferragamo S.P.A., Firenze Ordinary Shares (Italy)",inactive
BRLL,Barrel Energy Inc Common Stock,inactive
TYEKF,Thyssen Krupp Ag Dusesseldorf Ordinary Shares,inactive
OGSM,"Organic Sales and Marketing, Inc. Common Stock",inactive
LYYXF,Lyxor International Asset Management FCP Units D Eur of Capitalisation ET/OU (France),inactive
VLGDF,VALUE GOLD ETF UNITS EXCHANGE -TRADED FUND (Hong Kong),inactive
SCTQ,SPECTRA SYS CORP Common Stock,inactive
RSRV,Reserve Petroleum Company (The)  Common Stock,inactive
ZONNF,Nos SGPS SA Ordinary Shares (Portugal),inactive
RHILF,Round Hill Music Royalty Fund Ltd Ord NPV (Guernsey),inactive
SGSSF,SSGA SPDR ETFS EUROPE I PLC BARCLAYS 0-5 YR US HIGH YLD BD UCITS USD  Exchange Traded Fund  Ireland(IE),inactive
KBRS,KBS Real Estate Investment Trust II Common Stock,inactive
VTXPY,Victrex PLC Unsponsored American Depository Receipt (United Kingdom),inactive
GYST,"The Graystone Company, Inc. Common Stock",inactive
KTWIF,Kurita Water Inds Ltd Ordinary Shares,inactive
OICT,"Oicintra, Inc. Common Stock",inactive
PPBB,Peoples Bancorp Wash Common Stock,inactive
FCRIF,FCR IMMOBILIEN AG NA O N Ordinary Shares,inactive
MBUMF,Mabuchi Motor Co Ltd Ordinary Shares (Japan),inactive
UNMK,"Tritent Int'l Agriculture, Inc. Common Stock New",inactive
FHBC,"Fernhill Beverage, Inc. Common Stock",inactive
OCTPF,Ocelot Partners Limited Ordinary Shares (Virgin Islands British),inactive
TASZF,TAS TECNOLOGIA AVANZATA DEI SISTEMI SPA ROMA Ordinary Shares (Italy),inactive
TXHPF,Technopro Holdings Inc. Ordinary Shares (Japan),inactive
UTRX,Unitronix Corporation Common Stock,inactive
CFPZF,Canfor Corporation New Ordinary Shares (Canada),inactive
UEHPF,Ultra Electronics Holdings Plc Ordinary Shares (United Kingdom),inactive
ILPMF,Permanent TSB Group Holdings PLC Ordinary Shares,inactive
MOMT,"MoneyOnMobile, Inc Common Stock",inactive
SBDKP,Stanley Black & Decker Inc. 4.75% Perp Cum Convertible Pfd Series B,inactive
AMDFF,AMUNDI INDEX SOLUTIONS SICAV SHS I SOL MSCI EMU ESG L S ETF DR EUR Exchange Traded Fund (Luxembourg),inactive
MROIF,Madagascar Oil Limited Ordinary Shares (Bermuda),inactive
PVWIF,E Ink Holdings Inc Shs Ordinary Shares (Taiwan),inactive
ADVZF,ADVENTUS MNG CORP COM (Canada),inactive
KGFTY,"Kingsoft Corp Ltd, ADR (Cayman Islands)",inactive
HNTHF,High North Resources Ltd Common Shares (Canada),inactive
MXTRF,Montero Mining Common Shares,inactive
SIGM,"Sigma Designs, Inc. Common Stock",inactive
TSNLF,"Tristel PLC, Snailwell Ordinary Shares (United Kingdom)",inactive
MTNX,"MeltroniX, Inc. Common Stock",inactive
HQGE,HQ Global Education Inc.  Common Stock,inactive
HAWEM,Hawaiian Electric Inc 5% Preferred Stock Ser. D,inactive
IMSXF,iShares V PLC MSCI World Industrials USD ETF (Ireland),inactive
SBMSF,DANAKALI LTD  Ordinary Shares,inactive
MPHMF,CALLITAS HEALTH INC COM (Canada),inactive
CMGGF,Commercial International Bank Ltd Sponsored Reg S GDR (Egypt),inactive
NOBGF,Noble Group Ltd Ordinary Shares,inactive
ZDGGF,Zoo Digital Group Plc Ordinary Shares (United Kingdom),inactive
EVGDQ,ELEVATION GOLD MNG CORP Common Shares,inactive
RDLCF,Redline Communications Group Inc. Ordinary Shares (Canada),inactive
BTRMF,BATTERY MINERAL RES CORP Common Shares,inactive
TEPCF,Tohoku Electric Power Co Inc Ordinary Shares (Japan),inactive
BLMS,"Bloomios, Inc. Common Stock",inactive
TODGF,Tods Spa Ordinary Shares,inactive
DRMMF,Dream International Ltd Ordinary Shares (Hong Kong),inactive
FLOOF,Flower One Holdings Inc Ordinary Shares (Canada),inactive
INFX,"Infinex Ventures, Inc. New Common Stock",inactive
EMSQF,Ishares IV PLC Edge MSCI USA Multifactor UCITS ETF (Ireland),inactive
NKRKY,Nokian Tyres OYJ Unsponsored American Depository Receipt (Finland),inactive
CREAY,Creative Technology Ltd. Unsponsored ADR (Singapore),inactive
EAPH,"Easton Pharmaceuticals, Inc. Common Stock",inactive
IMNG,iMing Corp. Common Stock,inactive
CMTDF,SUMITOMO MITSUI TR GROUP INC COM STK (Japan),inactive
WDGJF,Wood Group John plc Ordinary Shares,inactive
TBNAF,TACHIBANA ELETECH CO LTD SHS (Japan),inactive
QIND,Quality Industrial Corp. Common Stock,inactive
PLSQF,Plus500 Ltd. Ordinary Shares (Israel),inactive
TMFXF,Holidaycheck Group AG Ordinary Shares,inactive
NABA,National Bancshares Inc (IA) Common Shares,inactive
ATGSY,Autogrill Spa Unsponsored ADR (Italy),inactive
VRCM,VersaCOM International Inc Common Stock,inactive
ATONY,Anton Oilfield Services Group Unsponsored ADR (Cayman Islands),inactive
EACO,EACO Corporation Common Stock,inactive
KXNXF,Kenedix Retail Reit Corp Ordinary Shares (Japan),inactive
GDYTF,GOODYEAR THAILAND PUBLIC CO LTD NVDR SHARES Other,inactive
CHGI,"China Carbon Graphite Group, Inc. Common Stock",inactive
RSLLS,RSE ARCHIVE LLC MEMEBERSHIP INT SER - 85JORDAN2 1985 JORDAN (SHATTERED BACKBOARD JERSEY),inactive
PLPHF,POLE TO WIN HLDGS CO LTD Ordinary Shares,inactive
EPRA,"Emporia, Inc. Common Stock",inactive
XSPT,"XSport Global, Inc. Common Stock",inactive
MTGCF,Mapletree North China Commercial Trust Units REIT (Singapore),inactive
DENKF,DENKA CO LTD SHS (Japan),inactive
WGRFF,Champion Gaming Group Inc. Common Shares (Canada),inactive
SRAIF,STADLER RAIL AG NAMEN AKT (Switzerland),inactive
NCRE,New Centy Res Corp Common Stock,inactive
FPAFF,First Pacific Co Ord Ordinary Shares,inactive
HSHZY,Hoshizaki Corporation American Depositary Receipts - Unsponsored (Japan),inactive
WHTGF,Mangazeya Mining Ltd. Ordinary Shares (British Virgin Islands),inactive
VTXXF,Vertex Minerals Ltd Ordinary Shares (Australia),inactive
TAVHY,Tav Havalimalari Holding AS Unsponsoreed ADR (Turkey),inactive
YLDGF,Yanlord Land Group Ltd Ordinary Shares (Singapore),inactive
MSET,Madison Sports & Entmt Group Common Stock,inactive
COFE,Coffee Inc.  Common Stock,inactive
SIUAF,Stabilus SE Common Stock,inactive
BIMO,"BioNeutra International, Ltd. Common Stock",inactive
GKPRF,GATEKEEPER SYS INC Ordinary Shares (Canada),inactive
BSDGF,Bosideng International Holdings Limited Ordinary shares (Cayman Islands),inactive
BSDGY,Bosideng International Holdings Limited Unsponsored ADR (Cayman Islands),inactive
TCANF,TC Energy Corp Preferred Stock,inactive
APELY,"Alps Alpine Co., Ltd. American Depositary Receipts - Unsponsored",inactive
ERDCF,Erdene Resource Development Corporation Common Shares (Canada),inactive
CMPNF,Champion Real Estate Investment Trust Units (Hong Kong),inactive
PTNKF,PT INDO KORDSA TBK Ordinary Shares,inactive
ASEJF,Apt Satellite Hldgs Ordinary Shares,inactive
TVIXF,Credit Suisse AG Nassau Brh VelocityShares Daily 2x VIX Short Term ETN,inactive
AQBN,AAB Natl Co. Common Stock,inactive
JFBHF,Jungfraubahn Holding Ag Interlaken Namen-Akt. Shares (Switzerland),inactive
PTRVF,AVILA ENERGY CORP Common Shares,inactive
MJPUF,UBS ETF SICAV MSCI JAPAN UCITS ETF CL A ACCUM JPY Exchange Traded Fund,inactive
CLRYF,Clarocity Corporation Common Shares,inactive
CPOUF,Charoen Pokphand Fedmill Public Co Ltd Units Non Vtg Dep Rcpt,inactive
TMKEF,TMK ENERGY LTD Ordinary Shares,inactive
POGS,Pioneer Oil & Gas Common Stock,inactive
VTSYY,VITASOY INTL HLDGS LTD American Depositary Receipts - Unsponsored (Hong Kong),inactive
THEPF,THERMADOR GROUPE SA ORD (France),inactive
FTTRF,Forterra Plc Ordinary Shares Gbp0.01 (United Kingdom),inactive
TRJNF,TRAJAN GROUP HLDGS LTD Ordinary Shares,inactive
DRNK,"NoHo, Inc. Common Stock",inactive
OAKV,OAK VIEW BANKSHARES INC Common Stock,inactive
SUDFF,Suda Ltd Common Shares (Australia),inactive
EACTF,Earth Alive Clean Technologies Inc Ordinary Shares (Canada),inactive
LRKKF,Lark Distilling Co Ltd. Ordinary Shares (Australia),inactive
KMRSF,Kemira Oyj Sponsored Reg S GDR (Finland),inactive
BISA,"Baltic International USA, Inc. Common Stock",inactive
BJWTF,"Beijing Enterprises Water Group, Ltd Ordinary Shares (Bermuda)",inactive
NRDXF,NORDEX SE Ordinary Shares,inactive
MRUHF,Maruha Nichiro Corporation Ordinary Shares (Japan),inactive
TKBIF,"TAKARA BIO INC, OHTSU Ordinary Shares",inactive
MTERF,Minterra Resource Corporation Ordinary Shares (Canada),inactive
BMTLF,Bemetals Corp Common Shares  (Canada),inactive
PTNAF,PT Bank Cimb Niaga RBK Series A Ordinary Shares (Indonesia),inactive
MRNVF,MIRAINOVATE CO LTD SHS (Japan),inactive
MGJNF,"Magnit Jsc, Novocherkask Ordinary Shares (Russia)",inactive
ECTXF,ELECTROLUX PROFESSIONAL AB SHARE AK B (Sweden),inactive
CLLEF,Challenger Gold Limited Ordinary Shares,inactive
LGTS,Lightspace Corporation Common Stock,inactive
STREF,Sthree Group Limited London Ordinary Shares (United Kingdom),inactive
HEGIY,Hengan International Group Company Limited Unsponsored ADR (Hong Kong),inactive
TBCRF,TIMBERCREEK FINL CORP COM (Canada),inactive
NBND,NetBrands Corp. Common Stock,inactive
OGDHS,OTIS GALLERY LLC MEMBERSHIP INT SER - GALLERY DROP 023,inactive
MAPL,Maple Press Co Common Stock,inactive
NCBDY,Bandai Namco Hldgs Inc American Depositary Receipts - Unsponsored,inactive
RNFTF,"Rosneft Oil Company OJSC, Moscow Ordinary shares (Russia)",inactive
SMTOY,Sumitomo Electric Industries Ltd Unsponsored ADR,inactive
KPOEF,Kinpo Electronics Inc Ordinary Shares,inactive
ITEPF,Hyve Group Plc Ordinary Shares,inactive
CHKLQ,CHESAPEAKE ENERGY CORP Preferred Stock,inactive
GWLL,GOLDENWELL BIOTECH INC COM,inactive
IGCHF,ISHARES PLC ISHARES GLOBAL CORP BOND UCITS ETF USD HEDGED ACC Exchange Traded Fund,inactive
EXRTF,Exactearth Ltd Ordinary Shares (Canada),inactive
BRGSF,BERGS TIMBER AB Ordinary Shares,inactive
CGLO,Coro Global Inc. Common Stock,inactive
YITD,"Yinhang Internet Technologies Development, Inc. Common Stock",inactive
DTII,DEFENSE TECHNOLOGIES INTL CORP COM PAR $0.0001,inactive
ACLLF,Atco Ltd  Cl I Nv Cda Ordinary Shares,inactive
CTTH,CTT PHARMACEUTICAL HLDGS INC Common Stock,inactive
WTKN,WellTek Incorporated. Common Stock,inactive
DNACF,Dena Co Ltd Tokyo Ordinary Shares (Japan),inactive
LGNDZ,Ligand Pharmaceuticals Incorporated Roche Contingent Value Rights,inactive
HCMLF,HOLCIM LTD Ordinary Shares,inactive
BLXX,"Blox, Inc. Common Stock",inactive
LHHMQ,"Lehman Brothers Holdings, Inc. 6.00% Prefd Sec Srs M",inactive
RBSY,Roboserver Systems Corp Common Stock,inactive
SRTOY,Sartorius Stedim Biotech S A Unsponsored ADR (France),inactive
TACYY,Total Access Comm Plc Local Unsponsored ADR (Thailand),inactive
NOSUF,Nerds On Site Inc Common Shares (Canada),inactive
BAOB,"Baraboo Bancorp, Inc. (Wisconsin) Common Stock",inactive
PCBB,Pacific Coast Bankers' Bancshares Common Stock,inactive
VLDI,Validian Corporation Common Stock,inactive
TPDNF,Topdanmark AS Common Shares (Denmark),inactive
CNAF,COMMERCIAL NATL FINL CORP PA COM,inactive
CIRX,CIRTRAN CORP Common Stock,inactive
XYLTF,SWEET NAT TRADING CO LTD COM (Canada),inactive
PDSSF,Paradise Entertainment Ltd Ordinary Shares (Bermuda),inactive
SCCTY,Scout24 American Depositary Receipts - Unsponsored (Germany),inactive
BLSFF,Bluescope Steel Ltd Ordinary Shares (Australia),inactive
QRON,Qrons Inc. Common Stock,inactive
CGMBF,"China Minsheng Banking Corp., Ltd. Ordinary Shares (China)",inactive
DMCIF,DMCI HOLDINGS INC Ordinary Shares (Philippines),inactive
BBLSQ,Petrolia Energy Corp. Common Stock,inactive
SOBS,SOLVAY BK CORP SOLVAY NEW YORK CMT-CAP STK,inactive
KNMOF,Kanamoto Co Ltd Ordinary Shares (Japan),inactive
JGLCF,JS GLOBAL LIFESTYLE CO LTD Common Stock  (Cayman Islands),inactive
PIAIF,Ping An Insurance Co Ltd Shares H (China),inactive
RGDFF,Reunion Gold Corporation Common Shares (Canada),inactive
CYFWY,"Cyfrowy Polsat S.A., Warszawa Unsponsored ADR (Poland)",inactive
AGPYY,Agile Group Holdings Limited American Depositary Receipts - Unsponsored,inactive
PLDGP,PROLOGIS INC PFD SER Q,inactive
NNYAF,Nanya Technology Corp Ordinary Shares (Taiwan),inactive
SWMAF,SWEDISH MATCH AB Ordinary Shares,inactive
BLMIF,Bank Leumi Le Israel Ordinary Shares,inactive
TETHF,Tethys Petroleum Ltd Ordinary Shares,inactive
FSEN,FS ENERGY & PWR FD COM SH BEN INT,inactive
TDCB,Third Century Bancorp Common Stock,inactive
WPNTF,WARPAINT LONDON PLC Common Shares  United Kingdom(GB ),inactive
WSEWF,"WARSAW STOCK EXCHANGE, WARSAW Ordinary Shares",inactive
WFSTF,Western Forest Products Inc Common Shares (Canada),inactive
KDKGF,Klondike Gold Corp Ordinary Shares,inactive
MOVYY,Movida Participacoes SA Sponsored ADR (Brazil),inactive
WTEQF,WELLTEQ DIGITAL HEALTH INC Common Shares,inactive
LHTV,LIGHTSTONE VALUE PLUS REIT I INC COM,inactive
YUKA,"Yuka Group, Inc. Common Stock",inactive
EBINF,"EBOOK INITIATIVE JAPAN CO LTD, TOKYO SHS (Japan)",inactive
CHFI,"China Finance, Inc. Common Stock",inactive
HLPXF,HELLENiQ ENERGY Holdings S.A. Global Depositary Receipts - Sponsored,inactive
GLBGF,Globrands Group Ltd Ordinary Shares (Israel),inactive
AGPYF,Agile Property Holdings Limited Ordinary Shares (Cayman Islands),inactive
SBSNF,Schibsted  (F) Ordinary Shares,inactive
CUCSY,China Communications Service Unsponsored ADR representing H Shares  (China),inactive
PREUF,Prosperity Real Estate Investment Trust Units (Hong Kong),inactive
UCASU,UC ASSET LTD PARNTERSHIP Unit,inactive
HERTF,Heritage Cannabis Holdings Corp Ordinary Shares,inactive
GALKF,Galantas Gold Corporation Ordinary Shares,inactive
MZPS,"Myzipsoft, Inc. Common Stock",inactive
CSKRF,CS ETF IE ON MSCI KOREA ACCUM SHS ETF (Ireland),inactive
AMNC,Amincor Inc Class A,inactive
NICLF,CLASS 1 NICKEL & TECHNOLOGIES LTD Common Shares,inactive
BKSD,"Blueprint Technologies, Inc. Common Stock",inactive
WMAIF,WISDOMTREE MULTI ASSET ISSUER PLC WISDOMTREE S&P 500 3X DAILY LEVERAGED ETF (Ireland),inactive
AMYUF,ALBAD MASSUOT YITZHAK LTD SHS (Israel),inactive
RXRLF,"Rex Minerals Ltd, Melbourne Ordinary Shares (Australia)",inactive
MAGE,Magellan Gold Corporation Common Stock,inactive
MCHHF,MacMahon Holdings Ltd Ordinary Shares (Australia),inactive
JLMCQ,JLM Couture Inc. Common Stock,inactive
PWFPF,POWER FINL CORP 5.15% 1ST PFD SER V (Canada),inactive
INVUP,INVESTVIEW INC PFD SER B Preferred Stock,inactive
SOGFF,Strategic Oil & Gas Ltd Ordinary Shares,inactive
CHKR,CHESAPEAKE GRANITE WASH TR Common Stock,inactive
GNWTY,HELIA GROUP LTD American Depositary Receipts - Unsponsored,inactive
WRLC,WINDROCK LD CO COM,inactive
SSGMF,SSGA SPDR ETFS Europe II Plc SPDR MSCI World Telecommunications UCITS ETF (Ireland),inactive
STFR,STEADFAST APT REIT INC Common Stock,inactive
BRDBF,Bredband2 I Skandinavien AB Common Stock (Sweden),inactive
AILLN,Ameren Illinois Company 4.90% Preferred Stock,inactive
MTENY,Mahanagar Telephone Nigam Ltd ADS,inactive
BGACF,BIONEUTRA GLOBAL CORP Common Shares,inactive
TRUFF,Red Light Holland Corp. Ordinary Shares,inactive
LTNC,Labor Smart Inc Common Stock,inactive
WOWMF,WOW Unlimited Media Inc Common Shares  (Canada),inactive
MCELQ,Millennium Cell Inc. Common Stock,inactive
NOKPF,Nok Airlines Public Co Ltd. Ordinary Shares (Thailand),inactive
LRDG,Lord Global Corporation Common Stock,inactive
KSLLF,KALERA AS Other Norway(NO ),inactive
NMYSF,"Namsys, Inc. Ordinary Shares (Canada)",inactive
FBKIF,First International Bank of Israel Ordinary Shares (Israel),inactive
DOWLF,ALTITUDE GROUP PLC Ordinary Shares,inactive
PBMRY,PT Bumi Resources TBK Unsponsored ADR (Indonesia),inactive
ENDV,"Endonovo Therapeutics, Inc. Common Stock",inactive
NSCIF,Nanalysis Scientific Corp Common Shares (Canada),inactive
PTEEF,Plaintree Systems Inc. Ordinary Shares (Canada),inactive
VMSXF,Nine Mile Metals Ltd. Common Shares,inactive
EQLB,EQ Labs Inc Common Stock,inactive
VEOEF,Veolia Environnement Ordinary Shares (France),inactive
PMRTY,Pop Mart International Group Limited American Depositary Receipts - Unsponsored (Cayman Islands),inactive
FCNCB,"First Citizens BancShares, Inc. Common Stock, Class B",inactive
CUIPF,CU IN PFD SHS SER 1 CUM REEDEMABLE Preferred Stock,inactive
WBIR,,inactive
ARYC,Arrayit Corporation Common Stock,inactive
FCIC,"FCCC, Inc. Common Stock",inactive
CFEGF,China Nonferrous Gold Ltd Ordinary Shares (Cayman Islands),inactive
CSBB,"CSB Bancorp, Inc. (Ohio) Common Stock",inactive
RAHGF,"Roan Holdings Group Co., Ltd. Ordinary Shares",inactive
KMAG,"KMA Global Solutions International, Inc. Common Stock",inactive
AMBEF,AMBEA AB	SHARE AK Ordinary Shares Sweden(SE ),inactive
XERYY,Xero Ltd. American Depositary Receipts - Unsponsored,inactive
MIIWF,Mewah International Inc Common Shares (Cayman Islands),inactive
ISRIF,IShares IV PLC Ptg Shs Exchange Traded Fund USD (Ireland),inactive
DNKGF,Denki Kogyo Co Ltd Ordinary Shares,inactive
PEBA,Penn Bancshares Inc Common Stock,inactive
SAVW,"SavWatt USA, Inc. Common Stock",inactive
JWTXF,JAPAN WOOL TEXTILE CO LTD Ordinary Shares,inactive
CTAM,CASTLE A M & CO Common Stock,inactive
GRST,Ethema Health Corporation Common Stock,inactive
AGLFF,Angelalign Technologies Inc Ordinary Shares (Cayman Islands),inactive
BFLD,Broadcast Live Digital Corp. Common Stock,inactive
ITMZF,REACT GAMING GROUP INC Ordinary Shares,inactive
PNAGF,PETRONAS GAS BHD,inactive
SRSSF,S2 RES LTD SHS (Australia),inactive
LOTBY,Lotus Bakeries NV Unsponsored American Depository Receipt (Germany Federal Republic),inactive
ACAVF,ACE Aviation Holdings Inc Common Shares (Canada),inactive
CTNI,CITRON INC COM,inactive
FRFHF,Fairfax Financial Holdings Ltd Ordinary Shares,inactive
DFRYF,AVOLTA AG Common Shares,inactive
ANCUF,"Alimentation Couche-Tard, Inc. Subordinate Voting Shares (Canada)",inactive
SGUJ,Saguaro Holdings Corp,inactive
CEBUY,Cebu Air Inc Unsponsored ADR (Phillipines),inactive
SPLM,Sentry Petroleum Ltd. Common Stock,inactive
HHYX,,inactive
LLAZF,LIECHTENSTEINISCHE LANDESBANK AG VADUZ Ordinary Shares,inactive
BKKLF,Bangkok Bank Public Co Ltd Ordinary Shares (Thailand),inactive
WEICF,Weichai Power Co Ltd Shares H (China),inactive
BOPFF,Border Petroleum Ltd. Ordinary Shares (Canada),inactive
LTSF,Ladenburg Thalmann Financial Services Inc. 7.00% Senior Notes due 2028,inactive
IBATF,International Battery Metals Ltd Ordinary Shares,inactive
IESCF,"Intercept Energy Services, Inc. Common Shares",inactive
WSDTF,WISDOMTREE ISSUER ICAV CYBERSECURITY UCITS ETF USD ACC (Ireland),inactive
IPGYY,Interpump Group Spa Unsponsored ADR (Italy),inactive
CRARF,Credit Agricole SA ACT (France),inactive
SOVTF,Sonaecom SGPS SA Reg Shares (Portugal),inactive
FDFT,"Foodfest International 2000, Inc.  Common Stock",inactive
VIVRF,VIVORYON THERAPEUTICS NV Ordinary Shares,inactive
RKNEF,Optiva Inc. Ordinary Shares,inactive
OGLNS,Otis Gallery LLC Membership Interest Series Gallery Drop 097,inactive
TAALF,Taal Distributed Information Technologies Inc Common Shares,inactive
FDLPF,FONDUL PROPRIETATEA S A SPONSORED GDR REG S Global Depositary Receipts,inactive
HNDI,Handeni Gold Inc. Common Stock,inactive
HYHDF,SIXTY SIX CAP INC Ordinary Shares,inactive
SPQDF,SPECIALTY LIQUID Common Stock (Canada),inactive
WRIV,White River Bancshares Co Common Stock,inactive
VTMXF,Vital Metals Ltd Ordinary Shares (Australia),inactive
ATMTF,ANDRADA MNG LTD NPV (Guernsey),inactive
WZHUF,Wenzhou Kangning Hosp Co Ltd. Registered Shares H (China),inactive
TMXN,Trimax Corporation Common Stock,inactive
EGDFF,Energold Drilling Corp Ordinary Shares (Canada),inactive
STAL,Star Alliance International Corp. Common Stock,inactive
JELLF,JEOL LTD SHS (Japan),inactive
MAOMF,Maudore Minerals Ltd Ordinary Shares (Canada),inactive
AITA,Wunong Asia Pacific Company Limited Common Stock,inactive
SLHPF,Skylight Health Group Inc Red Perp Pfd Ser A 9.25%  Preference Shares,inactive
SFHLF,SAF Holland SE Ordinary Shares,inactive
TAICF,TAI CHEUNG HOLDINGS LTD SHS (Bermuda),inactive
AWNHF,AWN  HLDGS LTD SHS (Australia),inactive
SAOGF,SERIA CO LTD OGAKI SHS (Japan),inactive
MAUGF,Magnetic Resources NL Ord Shs (Australia),inactive
HURRY,Hurriyet Gazete Tl 1000 Par Unsponsored ADR (Turkey),inactive
CRRYY,Car Inc American Depositary Receipts - Unsponsored (Cayman Islands),inactive
PHXHF,PHX ENERGY SVCS CORP COM (Canada),inactive
VEII,"Value Exchange International, Inc. Common Stock",inactive
SSVC,"SecureD Services, Inc. Common Stock",inactive
DMCD,"Detwiler Fenton Group, Inc. Common Stock",inactive
PRNDY,PERNOD RICARD S A American Depositary Receipts - Sponsored,inactive
UVCL,"UniverCell Holdings, Inc. Common Stock",inactive
GEAT,GreetEat Corporation Common Stock,inactive
SHTLF,SOUTH32 LTD Ordinary Shares (Australia),inactive
RATHF,Rathdowney Resources Ltd Common Shares (Canada),inactive
AEBZY,Anadolu Efes Biracilik Ve Malt Sanayi AS Sponsored ADR Reg S (Turkey),inactive
EVOTF,Evotec SE Ordinary Shares,inactive
USBBU,U S Prem Beef LLC Unit Cl B,inactive
GRAH,GRIFFIN-AMERICAN HEALTHCARE REIT III INC Common Stock,inactive
HPQFF,HPQ SILICON INC Common Shares,inactive
HYTNF,HYTN INNOVATIONS INC COM (Canada),inactive
OROVY,Orient Overseas International Limited Unsponsored ADR (Bermuda),inactive
CWVLF,Crown Point Energy Inc. Common Shares,inactive
ITRBF,ISHARES PLC ISHARES TREASURY BOND 0 1YR UCITS ETF MXN HEDGED ACC Exchange Traded Fund,inactive
SNST,"Sunset Capital Assets, Inc. Common Stock",inactive
ESCSQ,Escalera Resources Co. Series A Cumulative Preferred Stock,inactive
NLLSF,Nel ASA Ordinary Shares (Norway),inactive
CEFB,"Central Florida State Bank (Belleview, FL) Common Stock",inactive
SQCC,Square Chain Corp. Common Stock,inactive
STWC,"STWC Holdings, Inc. Common Stock",inactive
PRPRF,PRAIRIE PROVIDENT RES INC COM (Canada),inactive
MITEF,Mitsubishi Estate Co Ltd Ordinary Shares (Japan),inactive
TTCFF,True Telecommunication Growth Infrastructure FD Units (Thailand),inactive
WEIGF,Weir Group PLC Ordinary Shares,inactive
IEXA,"iExalt, Inc. Common Stock",inactive
KRKKF,Kruk SA Wroclaw Ordinary Shares (Poland),inactive
GCPSF,GCP Student Living PLC Ordinary Shares (United Kingdom),inactive
LGBS,"Legends Business Group, Inc. Common Stock",inactive
SICRF,Simcorp A/S Ordinary Shares (Denmark),inactive
LXAM,Lux Amber Corporation Common Stock,inactive
RBGPF,"Reckitt Benckiser Group Plc, Slough Ordinary shares (United Kingdom)",inactive
SMEBF,Sime Darby Bhd New Ordinary shares (Malaysia),inactive
CLLA,Clayton & Lambert Mfg Co Common Stock,inactive
SMFNF,Sumitomo Mitsui Financial Group Inc Ordinary Shares (Japan),inactive
SEVM,STS Evermedia Corporation New  Common Stock,inactive
HGDPF,SPAREBANK 1 HELGELAND Other,inactive
GRDAF,GROUNDED LITHIUM CORP Ordinary Shares,inactive
